Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
0ef17bef-bd30-5b67-2e8f-f16f4bd348e9,1959-09-01,,999-81-9812,S99978039,X16090150X,Mr.,Christopher407,Gaylord332,Robel940,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,64840.95,1068902.41
b64778b8-55d9-7b92-75b4-51b7a895818f,2002-05-28,,999-39-1828,S99956191,X35691390X,Ms.,Enda486,,Cartwright189,,,,white,nonhispanic,F,Lynn  Massachusetts  US,77436.68,282540.23
0643d766-04cc-877b-69f3-f9063581bc6b,1968-06-21,,999-60-1369,S99962372,X3240948X,Mr.,Alexander630,,Larson43,,,D,white,nonhispanic,M,Holyoke  Massachusetts  US,161053.06,55901.95
2a612c48-c543-4c20-e93c-ff951a0924d0,1950-09-01,,999-79-8484,S99970202,X47399884X,Mrs.,Sharilyn202,Tamesha39,Douglas31,,Cartwright189,M,white,nonhispanic,F,Natick  Massachusetts  US,223026.1,1116470.74
20720ffd-acdb-7b94-e067-6e057103da8d,1980-01-27,,999-22-9443,S99982483,X17190162X,Mrs.,Cristina921,Alejandra902,Grijalva82,,Cordero852,M,asian,hispanic,F,Port-au-Prince  Haiti  HT,427035.93,323193.26
7b52ea35-eb5c-5bc1-5c09-a5a0fbe20190,1964-10-18,,999-85-1510,S99938845,X78289719X,Mrs.,Petronila724,Lore422,Feest103,,Hansen121,M,white,nonhispanic,F,Andover  Massachusetts  US,506820.02,259584.13
cb9a6e85-81f6-66c0-8028-8ceb2537f36c,2018-12-31,,999-40-8083,,,,Andrea7,Verónica383,Reyna401,,,,black,hispanic,F,Caracas  Capital District  VE,14933.81,0
02ae178c-7581-3ea5-cfd5-ac2182d40def,1958-05-14,,999-35-1851,S99915995,X75679731X,Mrs.,Cassondra930,,Moore224,,Wehner319,D,white,nonhispanic,F,Westwood  Massachusetts  US,833817.41,172476.46
d63977a6-42cc-635e-3822-52aa88338b28,1984-08-22,,999-76-8012,S99923590,X6899486X,Mrs.,Arlene209,Vicky438,Hoeger474,,White193,M,asian,nonhispanic,F,Chongqing  Chongqing Municipality  CN,212852.67,658093.23
2e891f35-9c22-05ea-e413-17b166fadd29,1978-10-01,,999-48-7233,S99938661,X26469441X,Mr.,Milan77,Morris740,Dicki44,,,M,white,nonhispanic,M,Stoneham  Massachusetts  US,9794.23,194718.84
4be36e76-6ed8-60e8-2d37-bfe32eb576b4,1959-03-08,,999-10-9870,S99963760,X57486440X,Mrs.,Arline53,Fern75,Dare640,,Bashirian201,M,white,nonhispanic,F,Amherst  Massachusetts  US,242671.56,1094423.45
bb329982-bf90-29ef-056d-b0a05ff2cf89,2008-06-22,,999-24-3609,S99994662,,,Lenore883,Candice681,Senger904,,,,asian,nonhispanic,F,Worcester  Massachusetts  US,31352.27,41313.57
cbcc4ec1-84e9-ab8f-cdde-3695fccddc8d,2001-08-28,,999-90-6588,S99982088,X15932116X,Ms.,Meridith488,Elanor679,Thiel172,,,,asian,nonhispanic,F,Chongqing  Chongqing Municipality  CN,7264.98,266157.96
431ab4d2-6490-19fa-1aa7-26721a01ee4c,1951-03-18,,999-43-2490,S99931730,X45107765X,Mrs.,Joana79,Tamisha203,Barrows492,,McDermott739,M,white,nonhispanic,F,Holbrook  Massachusetts  US,330263.14,776557.24
2c5fbe62-dcf2-0000-333e-102466af47df,1993-12-08,,999-94-2887,S99972635,X76204541X,Mrs.,Shalanda398,Perry780,Stracke611,,Leffler128,M,white,nonhispanic,F,Lawrence  Massachusetts  US,8418.22,454252.53
c460c6d3-c24c-08ad-5216-9aa7f6d96fde,2020-06-09,,999-59-4814,,,,Tera136,Keira502,Keebler762,,,,white,nonhispanic,F,Boston  Massachusetts  US,9617.02,0
1832dce4-1a33-4d07-6278-c8d20dbeea9f,2005-02-13,,999-19-8258,S99974798,X16234689X,Mr.,Valentin929,Columbus656,Christiansen251,,,,white,nonhispanic,M,Pittsfield  Massachusetts  US,25408.21,16150.28
4eacaf0b-df45-e44d-05e3-c3c42342374d,1956-11-20,,999-77-9544,S99917726,X10123530X,Mrs.,Dan465,Chong355,Stroman228,,Goodwin327,M,white,nonhispanic,F,New Bedford  Massachusetts  US,202506.32,415568.25
de68273d-87c1-624c-c245-bd5ca2c58964,1960-04-17,,999-28-5728,S99966344,X35525983X,Mr.,Teodoro374,Moses679,Grady603,,,M,black,nonhispanic,M,Holyoke  Massachusetts  US,95530.92,141662.72
f3c2105c-e056-451f-3d31-68855be1c43f,2011-01-13,,999-34-2227,,,,Caridad510,In373,Prosacco716,,,,white,hispanic,F,North Lakeville  Massachusetts  US,2809,31450.2
99dc8a78-2bba-6a1c-e6f6-6da9b169fcdf,1973-04-15,,999-99-8639,S99952911,X20866462X,Mr.,Reinaldo138,,Hegmann834,,,M,white,nonhispanic,M,Pembroke  Massachusetts  US,8832.28,116275.85
2c7ac1a6-9a5e-7f8b-4e45-5d3af9a3fe5a,1983-02-12,,999-18-9184,S99985963,X84510856X,Mrs.,Serena400,Rochelle550,Swaniawski813,,Wilderman619,M,white,nonhispanic,F,Malden  Massachusetts  US,151146.46,689784.13
5f274c91-a35b-4f5c-9c9a-5ca8548c85c6,2024-06-08,,999-78-3947,,,,Diedre599,,Dach178,,,,white,nonhispanic,F,Housatonic  Massachusetts  US,5384.8,0
a9876bb4-0e40-7989-c150-32f68d8c0964,1971-09-30,,999-59-5687,S99910678,X67609419X,Mrs.,Marcella377,Leeanne840,Dickinson688,,Bayer639,D,black,nonhispanic,F,Leominster  Massachusetts  US,231375.54,55423.76
3f85fbfa-b4dd-f8b6-19c4-0e93c4879215,1984-08-24,,999-74-1926,S99998800,X43682998X,Mrs.,Tyler508,,Pacocha935,,Raynor401,M,black,nonhispanic,F,Malden  Massachusetts  US,20455.09,456981.76
32cef2c6-7dbd-61f4-1d53-84ff070ac254,1995-01-21,,999-50-5436,S99980164,X34099654X,Mr.,Santos184,Nathan164,Heidenreich818,,,M,black,nonhispanic,M,Boston  Massachusetts  US,74637.91,11958.45
eb793f36-88da-e9a0-b41e-59362c5274a4,1933-05-04,2010-01-01,999-81-8129,S99984867,X49016081X,Mr.,Royal919,Sherman440,Klocko335,,,M,white,nonhispanic,M,Medford  Massachusetts  US,102043.72,976916.88
5bad1618-2db8-4f8d-2d41-26bafb579e87,2013-12-13,,999-54-7349,,,,Bill567,Carlos172,McDermott739,,,,white,nonhispanic,M,Danvers  Massachusetts  US,18868.26,16183.96
b803d945-b359-d041-aaa7-1b3e31d6b284,1956-06-06,2015-12-19,999-30-6248,S99953523,X82701600X,Mr.,Wilford267,Virgil85,Ullrich385,,,S,white,hispanic,M,Smith Mills  Massachusetts  US,47927.84,671712.01
fa2ea438-8569-cb47-3322-5de995ccd504,1960-07-26,2012-05-04,999-16-4113,S99946130,X78861293X,Mr.,Dorsey40,Adrian111,Yundt842,,,D,white,nonhispanic,M,Quincy  Massachusetts  US,68320.6,195439.76
72801ea0-f81f-3970-114b-ff9d0a3e7c34,1999-10-31,,999-68-3659,S99977934,X17922472X,Mr.,Martín25,Mateo562,Osorio731,,,,white,hispanic,M,Lima  Lima Province  PE,94173.91,609782.75
053beb24-6863-e224-ef0f-517f28b3dc96,2013-09-07,,999-77-4555,,,,Grover559,Buddy254,Stehr398,,,,white,nonhispanic,M,Framingham  Massachusetts  US,20419.97,6404.78
698ea91b-903d-1fa9-cb2b-6d15027efee4,2023-09-21,,999-31-4730,,,,Benjamin360,Fernando603,Heidenreich818,,,,white,nonhispanic,M,Hamilton  Massachusetts  US,569.7,8591.55
c93c174e-f4dd-233b-1680-7078b68a80d3,1967-02-13,2017-09-26,999-53-9338,S99996709,X49522994X,Mrs.,Alejandrina481,Lucie638,Pouros728,,Jones311,M,white,nonhispanic,F,Dracut  Massachusetts  US,356456.79,1106836.55
7df77400-d9ee-3be0-cde4-513024ac1dd5,2007-03-07,,999-48-1865,S99928202,,Mr.,Maximo817,Rudy520,Labadie908,,,,white,nonhispanic,M,Springfield  Massachusetts  US,44139.5,12467.76
f2ce1a38-71b5-c330-81f4-482e6d74b2b0,1984-02-23,,999-31-5680,S99923887,X46964038X,Mrs.,Shanice479,Malia984,Roob72,,Wolff180,M,white,nonhispanic,F,Grafton  Massachusetts  US,20983.35,1210856.96
2dd23593-2f9b-518a-68e8-3a281dea17ca,1966-10-31,,999-94-3146,S99969083,X60860687X,Mrs.,Sherlyn657,,Mohr916,,Kiehn525,M,white,nonhispanic,F,Wenham  Massachusetts  US,563398.06,383167.1
eb736759-05ac-b1c4-7004-664f342f988c,2003-09-26,,999-69-8997,S99986555,X48541581X,Ms.,Rocio28,Micaela928,Leiva147,,,,asian,hispanic,F,La Paz  Baja California  MX,7373.59,223204.07
3f198a7d-c1da-1ecc-f6ad-003c2e3919c2,1965-11-21,,999-53-9218,S99986221,X16631549X,Mr.,Mel236,Fletcher87,Altenwerth646,,,D,white,nonhispanic,M,Springfield  Massachusetts  US,572592.48,272012.06
4781d2bb-2e38-c35b-0e8e-dd4642d60c01,2018-02-01,,999-46-1668,,,,Lorenza655,Elodia940,Medhurst46,,,,white,nonhispanic,F,Brockton  Massachusetts  US,800,13620.05
7fc6a192-bf23-68de-08b5-433ea2840ae1,2014-07-27,,999-68-9608,,,,Rolando809,,Russel238,,,,white,nonhispanic,M,Leominster  Massachusetts  US,18190.62,0
e102da62-97ca-8b75-d306-c25c4becc550,1966-09-26,,999-84-8054,S99945660,X70511883X,Mr.,Reuben327,Dong972,Cole117,,,D,white,nonhispanic,M,Sunderland  Massachusetts  US,69001.46,74629.16
bd4b7480-13e3-ee94-d39e-3cb74728e246,1960-07-26,,999-82-9605,S99975009,X13845594X,Mr.,Thad495,Royce974,Douglas31,,,M,white,nonhispanic,M,Milford  Massachusetts  US,162451.43,105961.78
6be1196c-a46c-fa30-4979-b6609d583389,1933-05-04,1993-10-16,999-75-4447,S99986376,X66573826X,Mr.,Jess275,,Blick895,,,S,white,nonhispanic,M,Weymouth  Massachusetts  US,183334.13,251745.24
0aa6c1ac-5558-5ed9-2bad-71df7f418d22,2017-09-21,,999-87-9413,,,,Roseline981,Meg231,Dare640,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,15915.56,1370.84
aef8d7d0-63a4-939a-8062-0c178e65bc98,1970-12-23,,999-72-5065,S99986044,X33956832X,Mrs.,Ila598,,Jenkins714,,Rice937,M,white,nonhispanic,F,Easthampton  Massachusetts  US,353594.23,1610787.71
fabff1b9-c65b-788f-de40-9f948b6a52b2,1975-09-11,,999-20-4124,S99977224,X53811427X,Mrs.,Brett333,,Streich926,,Mraz590,M,white,nonhispanic,F,Worcester  Massachusetts  US,15976.53,1325884.69
95e81e64-64d2-7898-ceb0-8179bf645d62,1982-07-17,,999-34-4588,S99947161,X63965415X,Mr.,Allen322,Omer483,Jaskolski867,,,M,white,nonhispanic,M,Braintree  Massachusetts  US,84029.38,19559.73
a765811d-9781-6677-04ee-3635ad18c4c4,1954-04-26,2005-12-09,999-57-1649,S99929574,X8658876X,Mr.,Kurtis994,Ike571,Weissnat378,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,130775.13,66681.35
2d934c80-dbe3-032e-6152-81349ddcca33,1967-02-13,,999-86-2996,S99916836,X3950463X,Mrs.,Lydia759,,Lynch190,,Deckow585,W,white,nonhispanic,F,North Andover  Massachusetts  US,588627.17,311521.85
48dfec76-82aa-41c3-c675-74307096edf2,2015-03-26,,999-33-8253,,,,Tracie996,Vivan376,O'Hara248,,,,white,nonhispanic,F,Somerville  Massachusetts  US,14035.08,12646.37
2aaddf05-d9a3-0d96-1afe-99b639e75f61,1986-12-08,,999-50-6919,S99938880,X2081285X,Mr.,Rickey821,Louie190,Dach178,,,S,white,nonhispanic,M,Burlington  Massachusetts  US,3918.52,78284.57
8cc203ed-03fe-4496-3658-5dde06c556ad,2001-05-04,,999-41-4401,S99978995,X54451304X,Mr.,Eliseo499,Isaiah615,Labadie908,,,,white,nonhispanic,M,Hull  Massachusetts  US,85697.43,59978.52
275f8b0b-7d7c-cae4-de53-14c84daf0e9c,1998-04-20,,999-61-6653,S99948707,X78715220X,Ms.,Marianne327,Johnie961,Marquardt819,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,150177.21,359065.2
25979753-6b12-a967-56c0-dfed85d2e153,1947-06-25,,999-38-1910,S99994702,X8441673X,Mr.,Omer483,Trey250,Cole117,,,W,white,nonhispanic,M,Walpole  Massachusetts  US,248115.26,377312.53
ddb06da2-0400-08c7-6d5b-6fb0f6d1dabb,1978-02-24,,999-19-3049,S99972175,X57896922X,Mr.,Percy315,Jorge203,Sporer811,,,M,white,nonhispanic,M,Boston  Massachusetts  US,13246.67,743775.57
f3de1760-d639-8864-d7ca-69b791eccac0,2017-09-25,,999-49-6380,,,,Son314,Tobi258,Bauch723,,,,white,nonhispanic,F,Springfield  Massachusetts  US,25450.27,2327.72
7441a0e9-2ec2-3afc-feeb-5ebd91f93a3c,2008-08-14,,999-60-8480,S99935490,,,Avril120,Gabriela205,Quitzon246,,,,white,nonhispanic,F,Boston  Massachusetts  US,54214.95,24241.95
e7f04da8-6a5d-ef7a-3b66-1cd02d7a4416,1947-03-18,,999-46-9330,S99921177,X3953116X,Mr.,Andrew29,,Ortiz186,,,M,white,nonhispanic,M,Bellingham  Massachusetts  US,489553.22,582218.72
8e3ff259-be06-b34c-a7e1-204cdc6fc92a,1915-08-09,2013-08-22,999-84-1872,S99947281,X84508148X,Mrs.,Kristi306,,Crooks415,,Hegmann834,M,white,hispanic,F,West Boylston  Massachusetts  US,367596.55,1401023.01
8648e113-68d2-12fd-d4e2-784b7fa8fd7c,2022-08-01,,999-48-6494,,,,Jewell855,Jacinto644,Ruecker817,,,,white,nonhispanic,M,Hull  Massachusetts  US,700,9174.05
87021517-2764-1c0a-9a73-0417021d44cf,1956-06-06,,999-83-4867,S99964593,X78033144X,Mr.,Brenton674,Barry322,Haag279,,,M,white,hispanic,M,Wareham  Massachusetts  US,20508.44,700192.54
65822590-3bf8-a5e9-84e2-d25cb31c1ac6,1954-04-26,2023-06-24,999-92-3115,S99988557,X51416874X,Mr.,Edwardo860,Stanton715,Hauck852,,,W,white,nonhispanic,M,Ashburnham  Massachusetts  US,127744.96,71564.16
6e831990-e82c-1fef-dad1-6f4f960ddfd2,1994-08-10,,999-13-6771,S99937107,X44493654X,Mr.,Lupe126,Junior695,Torphy630,,,M,white,nonhispanic,M,Templeton  Massachusetts  US,111214.56,0
85a39ca4-d6ad-1b91-e1ec-b9e74702e236,1994-08-16,,999-57-6202,S99934526,X74733303X,Mrs.,Rosella686,Claudine313,Stoltenberg489,,Fay398,M,asian,hispanic,F,Boston  Massachusetts  US,116349.04,490854.01
3716b94d-e41f-94b5-6129-9877793d0bdf,1933-05-04,1997-09-14,999-28-4783,S99978877,X16937343X,Mr.,Malik994,Paris331,Cole117,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,673245.7,352753.29
ff2e9db3-9b10-3fc0-387e-02e78f5254b5,1975-08-09,,999-11-1051,S99982659,X89562347X,Mr.,Randall756,Alfonso758,Ullrich385,,,M,black,nonhispanic,M,Saugus  Massachusetts  US,88570.92,0
c7b37415-e6c9-fbd3-3c6f-9c44e8896060,2006-10-22,,999-73-5070,S99930887,,Ms.,Gloria696,Pilar644,Armendáriz135,,,,white,hispanic,F,Caguas  Puerto Rico  PR,31219.21,35796.62
b35f4257-51b8-75bb-4b3d-9754baad2b4f,2021-06-11,,999-79-9928,,,,Van763,Carmelo33,Kris249,,,,white,nonhispanic,M,Medfield  Massachusetts  US,9416.84,0
0a366642-3491-a0f1-bec8-a85891fbd803,1966-07-17,,999-73-7591,S99966703,X12553650X,Mrs.,Azucena377,Ethyl508,Lakin515,,Flatley871,M,white,nonhispanic,F,Groveland  Massachusetts  US,754538.25,473768.78
046d30fb-70af-b880-a930-0c2d2622e481,1980-03-22,,999-68-1580,S99966536,X70593406X,Mr.,Gail741,Wilber603,Durgan499,,,D,white,nonhispanic,M,Ocean Grove  Massachusetts  US,56465.35,34238.23
f22fabd1-fa24-1b20-4348-574979bb2c79,1993-06-28,,999-41-5103,S99931870,X76198657X,Ms.,Desire394,Kamilah729,Streich926,,,S,white,nonhispanic,F,Wilbraham  Massachusetts  US,218744.82,887247.3
4e6c4a6c-f4af-2bcf-b6ad-9d215be4a7fb,1957-02-27,2011-11-09,999-43-7635,S99910893,X46031443X,Mrs.,Le457,Yasmine182,Thiel172,,Morar593,D,white,nonhispanic,F,Pembroke  Massachusetts  US,178005.52,253166.92
4d5121aa-d666-79b3-020c-08f3a2d82709,1933-05-04,2000-11-08,999-38-8437,S99949430,X22864480X,Mr.,Otto672,Brendan864,Ledner144,,,M,white,nonhispanic,M,Boston  Massachusetts  US,136645.67,101993.54
d46f0a81-a891-4080-4bec-494819c41a0b,1954-04-26,,999-43-8842,S99938403,X71792862X,Mr.,Rudy520,Merlin721,Muller251,,,M,white,nonhispanic,M,Amherst Center  Massachusetts  US,248592.14,747940.96
eb74f90a-3b5a-39d7-8d0c-587253c5afe1,1968-07-07,,999-44-1286,S99989158,X85201694X,Mrs.,Summer593,Yuonne878,Grimes165,,Conn188,M,white,nonhispanic,F,Haverhill  Massachusetts  US,250810.38,807588.5
948b7cef-0f59-4b42-ed16-4f86ee8936c0,1951-11-13,2021-04-06,999-25-6044,S99967998,X89759170X,Mr.,Jerold208,Jordon466,Gutmann970,,,M,white,nonhispanic,M,Northampton  Massachusetts  US,168440.43,135275.29
ab583866-3e13-0e6e-a2f9-205170fd56ef,1991-05-20,,999-14-9579,S99973390,X59879926X,Mrs.,Catrice481,Jeanelle736,Hoeger474,,Stracke611,M,white,nonhispanic,F,Boston  Massachusetts  US,175575.02,885658.48
c323bb32-5285-c66b-bc23-0e9d06a74cc8,1915-08-09,2020-08-31,999-87-1083,S99959224,X67692296X,Mrs.,Elwanda490,Gregoria352,Jaskolski867,,Herzog843,D,white,hispanic,F,Lynn  Massachusetts  US,492577.9,1801818.4
c65c8535-e764-6fca-ae30-9b326b4badda,1969-04-25,,999-21-5338,S99956559,X14921016X,Mrs.,Ashanti808,Gale827,Kunde533,,Corwin846,M,white,nonhispanic,F,Groveland  Massachusetts  US,448815.18,338693.29
de9aeaad-2f9c-c4a8-260d-aabee8c2452a,1945-01-30,,999-50-4168,S99964314,X18794529X,Mrs.,Tandra334,Porsha375,Halvorson124,,Howe413,M,white,nonhispanic,F,Uxbridge  Massachusetts  US,334949.69,1486354.42
ddfa7007-d1ed-6ff5-3c64-ffbd6224b1ce,2014-09-12,,999-77-1056,,,,Waldo53,,Roob72,,,,white,nonhispanic,M,Everett  Massachusetts  US,1752.92,49585.56
89d058e9-fed0-6a3b-f60e-9dd26383335e,1953-09-17,,999-84-7474,S99991322,X42702916X,Ms.,Christin490,Mariam937,Will178,,,S,white,nonhispanic,F,Arlington  Massachusetts  US,964911.53,178092.28
5b76eacc-4438-69ae-5d02-720893f66fb4,2021-03-09,,999-53-1733,,,,Basilia559,,Goldner995,,,,white,nonhispanic,F,Winchendon  Massachusetts  US,900,12320.24
20fa0283-fc96-a6e3-726d-50d26649943b,1957-02-27,,999-75-3526,S99985913,X88322592X,Mrs.,Joy676,Elmer371,Boehm581,,Bayer639,D,white,nonhispanic,F,Worcester  Massachusetts  US,249112.04,1635284.78
55c45fb4-539e-fcd3-dd4b-2ba7d9da3d5e,1974-12-17,,999-62-5011,S99996586,X29474628X,Mr.,Michael441,,Smith67,,,S,white,hispanic,M,Lexington  Massachusetts  US,142763.94,653070.09
3c963c57-6621-0d06-6c97-249de9813360,1933-05-18,2020-10-19,999-67-2470,S99964519,X7856767X,Mr.,Evan94,Weldon459,Bernhard322,,,M,black,nonhispanic,M,Bedford  Massachusetts  US,80061.56,613453.33
a3c89f37-a992-32e9-f4cf-1c90c8324234,2002-04-08,,999-92-4882,S99957308,X12063800X,Ms.,Shandi937,Edie35,Huel628,,,,white,nonhispanic,F,Framingham  Massachusetts  US,102638.58,158022.07
e3433e05-ad21-37d8-6e81-52f74f0a1fd5,1993-01-18,,999-78-2450,S99943620,X38462777X,Mr.,Anton902,Demarcus108,Roberts511,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,111616.33,59015.07
4b09d548-fe92-aa98-eae3-1a6ad7960af6,1933-05-04,1982-10-09,999-70-7914,S99929998,X70414242X,Mr.,Emery884,,O'Kon634,,,D,white,nonhispanic,M,Somerset  Massachusetts  US,149885.04,60338.4
fd38b409-3fc8-11cb-e214-b8e241580395,2014-09-29,,999-87-4531,,,,Salome647,,Fay398,,,,white,nonhispanic,F,Boston  Massachusetts  US,29771.08,585.67
fd115a1a-7242-50bc-265e-e136400d505b,1915-08-09,1962-04-17,999-60-1616,S99937736,X19566994X,Mrs.,Fleta652,Dimple273,Bashirian201,,Shields502,M,white,hispanic,F,Lynn  Massachusetts  US,232799.01,734968.97
8eed8bf3-de84-f38b-796f-c849de2a50c9,2001-10-29,,999-41-9263,S99981058,X60991993X,Ms.,Quiana329,Hortensia953,Altenwerth646,,,,black,nonhispanic,F,Pittsfield  Massachusetts  US,80343.67,24009.34
93023e8d-fb14-9e0e-f53f-f4509dc7fb6d,1951-11-13,,999-65-6310,S99910665,X86915984X,Mr.,Oren284,Carol737,Upton904,,,M,white,nonhispanic,M,Yarmouth  Massachusetts  US,131785.13,252595.89
893704d3-03aa-18a0-771c-ba243800f4d9,1967-02-08,,999-25-2401,S99918743,X29628098X,Mrs.,Celestine956,Reanna349,Schiller186,,Gislason620,M,white,nonhispanic,F,Lynn  Massachusetts  US,154364.23,151959.55
db1386b3-09ec-1ea5-248e-11aa4af9c66f,1978-08-23,,999-83-6055,S99934549,X66056589X,Mr.,Vincenzo126,Edward499,Jakubowski832,,,M,white,nonhispanic,M,Pinehurst  Massachusetts  US,101015.9,18448.09
b15285a8-5749-7836-bcd3-a27f395492a0,1967-02-06,,999-49-4730,S99967080,X87956113X,Mr.,Eddy900,Alphonso102,Greenholt190,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,87407.72,103678.89
885a76d9-2cee-71b0-8a57-7f73d9dbacea,1982-01-20,,999-57-3590,S99938409,X12891940X,Mrs.,Bobbye345,Patience161,Howell947,,Mante251,D,black,nonhispanic,F,Plainville  Massachusetts  US,15694.08,893790.18
fa284198-8ff4-5995-22b2-7225b990804c,2021-04-04,,999-13-7874,,,,Jeff859,Duncan491,Hauck852,,,,white,nonhispanic,M,Nantucket  Massachusetts  US,770.72,16841.01
efed1464-c468-2d02-6c47-94376698a992,1975-04-03,,999-45-7927,S99955455,X28520595X,Mrs.,Christy428,,Jast432,,Rau926,D,white,nonhispanic,F,Northampton  Massachusetts  US,96638.41,401168.1
5bc8ed6d-cd09-b2b5-ee05-7ba28c666ce1,2008-08-12,,999-81-2924,S99918045,,,Rickey821,Bradly656,Altenwerth646,,,,hawaiian,nonhispanic,M,Quincy  Massachusetts  US,48787.75,58581.1
4c83104d-e665-9216-6293-bf2ec2287585,1933-05-04,1996-09-30,999-32-5622,S99963898,X29439646X,Mr.,Edmond919,,Huel628,,,S,white,nonhispanic,M,Boston  Massachusetts  US,246223.9,413655.27
1cd4f786-cbdc-77fa-9fce-eaa09ea0ebf2,1991-11-01,,999-18-3505,S99973097,X19962418X,Mr.,Millard193,Jarred626,Tremblay80,,,S,white,nonhispanic,M,Waltham  Massachusetts  US,292095.19,487017.96
2449af2b-7044-25d6-0321-861d6c9c2a60,2014-07-11,,999-22-7779,,,,Juliet585,Tiffiny991,Weissnat378,,,,black,nonhispanic,F,Malden  Massachusetts  US,34604.53,9234.5
ac359c97-8dcc-d96f-b95d-b6fa624f3745,2000-09-01,,999-85-5330,S99916405,X77514043X,Mr.,Benjamín452,Alberto639,Delagarza9,,,,black,hispanic,M,Carolina  Puerto Rico  PR,4975.68,67770.73
868a19c9-9547-0447-7414-a69cf46d78c4,1950-04-11,2010-02-14,999-76-4287,S99926067,X67984686X,Mrs.,Laurel943,Miesha237,Streich926,,Daniel959,D,black,hispanic,F,Tewksbury  Massachusetts  US,669783.14,261800.86
20c65148-0c7b-c1c7-49c4-b30c723c25fe,1983-07-27,,999-47-1156,S99933064,X40356935X,Mrs.,Adrienne302,Sherice231,Gottlieb798,,Olson653,M,asian,nonhispanic,F,Fitchburg  Massachusetts  US,229525.25,265835.57
7f09d86f-368f-798f-6fa9-5e7b4b50d38a,1978-04-09,,999-41-9212,S99960318,X69255149X,Mr.,Delbert384,Hiram237,Powlowski563,,,M,black,nonhispanic,M,Salisbury  Massachusetts  US,159597.09,561987.66
cfa8a6e5-9874-d842-bafd-0a56a58692f9,1951-06-01,,999-12-9257,S99920624,X61117640X,Mr.,Lyman173,,Schulist381,,,W,white,nonhispanic,M,New Bedford  Massachusetts  US,166954.64,90789.64
c1c58aee-896f-54ac-6dff-2c885e3b0c2c,1915-08-09,1999-04-05,999-68-8199,S99946343,X89280964X,Mrs.,Kimbra238,Moriah648,King743,,Marvin195,M,white,hispanic,F,Winthrop  Massachusetts  US,309755.81,1335148.11
71f53cca-44d0-0324-51de-aacaa932c018,1933-05-18,,999-77-7284,S99998325,X81608834X,Mr.,Federico589,Steven797,Durgan499,,,D,black,nonhispanic,M,New Bedford  Massachusetts  US,126176.22,371631.05
365610f2-a6be-d997-1859-ac9b55141fc5,2003-07-22,,999-13-2593,S99942665,X17254355X,Ms.,Lorri590,Wendy149,Effertz744,,,,white,nonhispanic,F,Chelmsford  Massachusetts  US,104619.98,146909.03
cb12d763-9da1-655e-1a53-ecd3ba5d9f22,2000-06-02,,999-97-9407,S99911221,X1914494X,Ms.,Lonnie913,Porsha375,Prohaska837,,,,white,nonhispanic,F,Boston  Massachusetts  US,372284.96,7095.56
35929f6b-520e-ba3f-51ec-b73a43b9252b,1962-04-12,,999-91-2660,S99977307,X16077863X,Mr.,Clifford177,,Wyman904,,,M,white,nonhispanic,M,Boston  Massachusetts  US,169932.95,120193.63
69cb5198-5962-8b73-aedc-49168a5c9bf3,2013-05-08,,999-46-6538,,,,Justin359,Donny470,Jacobs452,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,18317.94,18828.35
5ccd7a50-e022-fdfb-e108-976c93dad995,1966-09-24,,999-89-7158,S99970366,X89725528X,Mr.,Hai304,Rupert654,Hilpert278,,,M,white,nonhispanic,M,Bellingham  Massachusetts  US,128851.42,23557.36
bc44f77c-4eff-b479-7562-3bba67adccaa,2023-10-12,,999-61-8470,,,,Dorotha379,Marceline716,McDermott739,,,,asian,hispanic,F,Amherst Center  Massachusetts  US,6669.25,139.52
96a8fc89-6e5a-9dc6-f1f8-bbc667639829,1990-01-10,,999-62-1277,S99940409,X63208006X,Mr.,Yong583,,Runte676,,,D,white,nonhispanic,M,Reading  Massachusetts  US,423460.64,346707.82
f04a4d00-2366-5b35-4e10-e632b4fc7a8a,1992-10-29,,999-36-6119,S99988534,X75280922X,Mr.,Jc393,Jimmy858,Kautzer186,,,M,white,nonhispanic,M,Belchertown  Massachusetts  US,90520.74,18256.84
c01ea70e-8633-11bf-10c9-d6815a79e633,1979-06-10,,999-77-1356,S99916461,X63405164X,Mrs.,Starla601,Belkis212,Treutel973,,Gutmann970,M,white,nonhispanic,F,North Attleborough  Massachusetts  US,11873.42,618458.55
5c18271b-76bc-8d87-40c0-c3284b3cd988,1971-12-01,,999-78-1270,S99925828,X33857098X,Mr.,Malik994,Newton741,Grimes165,,,M,black,nonhispanic,M,Attleboro  Massachusetts  US,24834.34,189298.82
